artist_name,track_name,popularity,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration,loudness_transform
Akram x Viirgo,Year 3000,1,2000,0.529,0.343,9,-12.035,1,0.0409,0.75,1.69e-05,0.104,0.302,170.083,4,3.0588166666666665,-2.6857364235056256
Lucy Pearl,Don't Mess With My Man,65,2000,0.904,0.655,6,-5.102,0,0.087,0.111,0.000167,0.0779,0.83,106.005,4,3.6277833333333334,-2.045884758150993
Busted,Year 3000,0,2000,0.57,0.77,11,-8.431,1,0.0471,0.0006,0.0,0.0831,0.832,107.013,4,3.2731166666666667,-2.403786973503013
Craig David,Fill Me In,60,2000,0.682,0.744,8,-6.981,1,0.0365,0.376,0.00951,0.06,0.827,132.493,4,4.286666666666667,-2.263324379040743
Zen,Year 3000,0,2000,0.765,0.933,2,0.781,1,0.0903,0.053,0.0771,0.15,0.165,175.011,4,4.773733333333333,-0.6168059473032226
Deftones,Change (In the House of Flies),70,2000,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4,4.992216666666667,-1.985268215412574
Busted,Year 3000,0,2000,0.57,0.77,11,-8.431,1,0.0471,0.0006,0.0,0.0831,0.832,107.013,4,3.2731166666666667,-2.403786973503013
Blur,Song 2,66,2000,0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.699,4,2.0313333333333334,-2.2375130962503307
Busted,Year 3000,1,2000,0.595,0.85,11,-6.647,1,0.0367,0.000213,0.0,0.0961,0.894,107.025,4,3.27,-2.227969299613256
Goldfinger,99 Red Balloons,65,2000,0.285,0.843,4,-7.318,1,0.129,0.00103,0.00037,0.327,0.282,97.051,4,3.81955,-2.2977735359968237
Busted,Year 3000,0,2000,0.57,0.77,11,-8.431,1,0.0471,0.0006,0.0,0.0831,0.832,107.013,4,3.2731166666666667,-2.403786973503013
A Touch Of Class,Around the World (La La La La La) - Radio Version,65,2000,0.617,0.977,9,-7.028,0,0.0276,0.153,0.0016,0.133,0.679,131.965,4,3.57555,-2.268200666132215
Jonas Brothers,Year 3000,1,2000,0.659,0.857,11,-5.85,1,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,4,3.366,-2.1381820367024362
Texas,Inner Smile,63,2000,0.576,0.841,0,-5.717,1,0.0386,0.0248,3.6e-06,0.115,0.652,106.01,4,3.844,-2.122381292171092
Jonas Brothers,Year 3000,2,2000,0.659,0.857,11,-5.85,1,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,4,3.366,-2.1381820367024362
The Offspring,Original Prankster,63,2000,0.664,0.877,2,-4.251,1,0.0334,0.000542,2.95e-05,0.284,0.961,146.804,4,3.68245,-1.929345132180618
Krön,3000 Years,0,2000,0.817,0.68,11,-8.397,1,0.0822,0.0198,0.877,0.078,0.28,125.024,4,6.848433333333333,-2.4007094909872446
Millencolin,No Cigar,63,2000,0.383,0.986,9,-2.796,1,0.0617,0.000287,0.0,0.179,0.578,157.871,4,2.72045,-1.691939133945844
Busted,Year 3000,0,2000,0.57,0.77,11,-8.431,1,0.0471,0.0006,0.0,0.0831,0.832,107.013,4,3.2731166666666667,-2.403786973503013
Paul Anka,Put Your Head On My Shoulder,71,2000,0.547,0.335,4,-9.2,0,0.0307,0.747,0.0,0.101,0.474,115.838,3,2.578883333333333,-2.4709767442545023
NJ SOUNDMAN47,YEAR 3000,0,2000,0.704,0.894,4,-4.364,0,0.0344,0.174,0.24,0.502,0.343,125.082,4,3.3284333333333334,-1.9456243939454962
Silverchair,Tomorrow,55,2000,0.312,0.693,2,-7.097,1,0.0326,0.000412,0.00018,0.105,0.519,144.883,4,4.457333333333334,-2.275316665839852
Skarholm,3000 Years,0,2000,0.688,0.191,6,-10.867,1,0.0324,0.931,0.0,0.211,0.259,114.992,4,3.6430833333333332,-2.602763756775109
Britney Spears,Lucky,68,2000,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,4,3.437116666666667,-2.1211831132594745
Amorce,3000 Years,1,2000,0.219,0.332,4,-17.846,1,0.0417,0.0511,0.658,0.132,0.0314,120.79,3,2.8819833333333333,-3.019448800171307
Craig David,Walking Away,62,2000,0.596,0.688,9,-6.367,0,0.0345,0.196,0.0,0.121,0.817,172.837,4,3.41445,-2.1973356822749484
Busted,Year 3000,0,2000,0.595,0.85,11,-6.647,1,0.0367,0.000213,0.0,0.0961,0.894,107.025,4,3.27,-2.227969299613256
Roger Sanchez,Another Chance,52,2000,0.61,0.82,3,-10.029,1,0.0312,0.000211,0.146,0.138,0.45,127.993,4,7.54845,-2.5386843554684715
Busted,Year 3000,12,2000,0.595,0.85,11,-6.647,1,0.0367,0.000213,0.0,0.0961,0.894,107.025,4,3.27,-2.227969299613256
Robbie Williams,Better Man,60,2000,0.496,0.527,6,-7.234,1,0.0339,0.195,0.0,0.138,0.283,155.932,4,3.3773333333333335,-2.2892971986671102
Amorce,3000 Years,0,2000,0.219,0.332,4,-17.846,1,0.0417,0.0511,0.658,0.132,0.0314,120.79,3,2.8819833333333333,-3.019448800171307
Kandi,Don't Think I'm Not,56,2000,0.859,0.622,11,-8.196,1,0.0445,0.0661,0.0,0.0394,0.433,134.007,4,4.058883333333333,-2.382320061012899
thnku4saturday!,YEAR 3000,0,2000,0.894,0.361,0,-7.093,0,0.396,0.0429,0.716,0.127,0.648,150.018,4,1.49345,-2.2749055238873033
LeAnn Rimes,Can't Fight The Moonlight,59,2000,0.628,0.834,6,-6.341,0,0.0497,0.403,0.0,0.051,0.626,97.865,4,3.5917833333333333,-2.1944429343743423
Pro-Chords,Year 3000,0,2000,0.587,0.851,7,-4.797,1,0.0387,0.214,0.522,0.385,0.89,75.038,4,4.357216666666667,-2.005660439175332
Sonique,It Feels So Good,63,2000,0.634,0.677,5,-7.278,0,0.0304,0.0117,0.00103,0.126,0.558,135.012,4,4.01445,-2.293746144326841
Best Intentions,Year 3000,1,2000,0.724,0.934,11,-6.394,1,0.0862,0.0111,0.0,0.119,0.707,115.996,4,2.5294333333333334,-2.2003308589552892
Ja Rule,Put It On Me,64,2000,0.831,0.79,1,-4.714,0,0.165,0.0024,0.0,0.0515,0.791,93.14,4,4.38045,-1.9944281673528794
Lord II,Year 3000,0,2000,0.881,0.537,9,-5.646,0,0.0782,0.00276,0.00696,0.632,0.796,120.001,4,6.033333333333333,-2.1138429683971682
Westlife,Uptown Girl - Radio Edit,68,2000,0.645,0.921,6,-5.256,0,0.0302,0.00809,1.08e-05,0.407,0.864,129.0,4,3.1073333333333335,-2.065596134857783
Jonas Brothers,Year 3000,6,2000,0.659,0.857,11,-5.85,1,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,4,3.366,-2.1381820367024362
Eminem,Under The Influence,67,2000,0.921,0.752,6,-4.32,1,0.27,0.0174,0.0,0.135,0.705,96.985,4,5.361116666666667,-1.9393170335856698
Busted,Year 3000,1,2000,0.595,0.85,11,-6.647,1,0.0367,0.000213,0.0,0.0961,0.894,107.025,4,3.27,-2.227969299613256
Coldplay,Don't Panic,66,2000,0.602,0.612,0,-8.409,1,0.0335,0.206,0.00607,0.107,0.453,122.062,4,2.2811166666666667,-2.401796743064994
Water Rats,Year 3000,3,2000,0.378,0.999,11,-2.787,0,0.101,0.117,1.06e-05,0.421,0.0776,161.434,4,0.6958333333333333,-1.690280300278201
Joni Mitchell,Both Sides Now,61,2000,0.258,0.139,2,-13.522,1,0.0317,0.868,0.00149,0.1,0.139,77.995,4,5.756666666666667,-2.7822914977011663
Misael Morato,3000 Years,0,2000,0.794,0.663,11,-8.579,1,0.0752,0.0413,0.91,0.109,0.676,125.993,4,6.158733333333333,-2.417073819478744
Darude,Sandstorm,61,2000,0.532,0.967,11,-7.977,0,0.0457,0.146,0.985,0.115,0.59,136.083,4,3.7611166666666667,-2.3618911988914535
Lanayruu,Year 3000,0,2000,0.848,0.353,8,-16.056,0,0.897,0.341,0.947,0.0798,0.83,85.003,4,1.1294166666666667,-2.9279886214674717
Madison Avenue,Don't Call Me Baby,58,2000,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,4,3.8023333333333333,-2.221591933784514
Zen,Year 3000,1,2000,0.765,0.938,2,0.781,1,0.086,0.0526,0.0779,0.15,0.151,175.011,4,4.773733333333333,-0.6168059473032226
Lee Ann Womack,I Hope You Dance,66,2000,0.385,0.443,7,-9.627,0,0.0295,0.0632,0.0,0.0898,0.275,151.278,4,4.908883333333334,-2.50642349325025
Busted,Year 3000,0,2000,0.57,0.77,11,-8.431,1,0.0471,0.0006,0.0,0.0831,0.832,107.013,4,3.2731166666666667,-2.403786973503013
*NSYNC,This I Promise You,60,2000,0.55,0.581,2,-6.253,1,0.0325,0.367,0.0,0.122,0.475,165.981,4,4.725116666666667,-2.184589534756338
Nicolas Leonelli,Year 3000,0,2000,0.762,0.704,7,-7.198,1,0.0483,6.84e-05,0.87,0.678,0.107,125.016,4,7.552,-2.285642372263734
Blur,Girls & Boys,68,2000,0.693,0.875,7,-8.354,0,0.0315,0.00971,0.0,0.0601,0.901,120.048,4,4.3231166666666665,-2.396803768233027
J Fresh,Year 3000,0,2000,0.887,0.8,11,-6.167,0,0.0494,0.00994,1.83e-06,0.0716,0.37,122.041,4,2.9570666666666665,-2.174865351391675
Cypress Hill,(Rock) Superstar (feat. Chino Moreno & Everlast),62,2000,0.795,0.762,2,-6.972,1,0.261,0.0142,9.75e-06,0.064,0.722,94.223,4,4.61445,-2.2623879032426326
Livl Boochie,YEAR 3000,0,2000,0.594,0.686,1,-7.918,1,0.246,0.1,0.0,0.107,0.623,156.9,4,2.2434833333333333,-2.3563154154150134
Insane Clown Posse,My Axe,57,2000,0.916,0.781,6,-4.169,1,0.0824,0.00467,1.43e-06,0.128,0.796,109.042,4,3.87,-1.9173636913629235
Tommy Allen,Year 3000 (Live),0,2000,0.737,0.441,10,-7.084,1,0.0388,0.701,0.000123,0.144,0.679,125.776,4,3.2112333333333334,-2.2739798359837113
Sade,By Your Side,68,2000,0.653,0.429,11,-10.473,1,0.0297,0.0849,0.00371,0.0693,0.627,146.073,4,4.582216666666667,-2.5731464386374086
Radiohead,Everything In Its Right Place,66,2000,0.296,0.463,5,-11.412,0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,5,4.19045,-2.642337657736829
Cat Power,Sea of Love,64,2000,0.585,0.0859,6,-11.478,0,0.0484,0.94,0.0,0.16,0.12,78.54,4,2.32445,-2.6470254992644353
Groove Armada,At the River,59,2000,0.697,0.514,8,-8.627,1,0.0286,0.0302,0.532,0.212,0.44,136.071,4,6.560666666666667,-2.4213454287148886
Linkin Park,In the End,65,2000,0.555,0.844,3,-6.567,0,0.0554,0.00834,0.0,0.0895,0.464,105.195,4,3.6133333333333333,-2.2193121738002244
The Most Secret Method,The Year 3000,0,2000,0.54,0.504,9,-10.972,1,0.111,0.26,0.0325,0.113,0.19,123.925,4,1.2957833333333333,-2.610510871922869
PJ Harvey,This Mess We're In,63,2000,0.541,0.572,0,-9.634,1,0.0277,0.0266,0.186,0.0925,0.406,126.302,4,3.9306666666666668,-2.506994246252005
Ringwerm,3000 Years Ago,0,2000,0.673,0.564,9,-15.141,0,0.272,0.288,0.000105,0.338,0.583,121.683,4,2.9257333333333335,-2.8777929756893044
Wilson Phillips,Hold On - Single Edit,57,2000,0.688,0.673,5,-8.971,1,0.0271,0.604,0.0,0.0906,0.575,97.783,4,3.6888833333333335,-2.4514360397264006
U2,Stuck In A Moment You Can't Get Out Of,63,2000,0.526,0.665,4,-4.997,1,0.0243,0.407,0.000271,0.169,0.285,158.493,4,4.557783333333333,-2.0322188983074962
Tom Hillock,3000 Years Ago,0,2000,0.308,0.133,0,-17.069,0,0.0378,0.971,0.924,0.117,0.0323,123.985,3,4.20045,-2.9807709084138305
Spiller,Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor],54,2000,0.719,0.806,9,-6.802,0,0.0389,0.000132,0.0889,0.361,0.626,123.037,4,3.79365,-2.2445321615454286
The Onlys,3000 Light Years,0,2000,0.253,0.92,9,-6.748,1,0.0541,0.000211,0.0107,0.0929,0.51,169.191,3,3.6802166666666665,-2.238792959906266
3 Doors Down,Be Like That,62,2000,0.487,0.702,7,-6.043,1,0.0238,0.00528,4.97e-06,0.129,0.306,95.982,4,4.431783333333334,-2.1606758468113525
LCNVL,The Year 3000,0,2000,0.648,0.769,1,-6.402,1,0.348,0.00669,0.00902,0.115,0.762,151.909,4,2.949116666666667,-2.2012165986057566
The Beatles,She Loves You - Mono / Remastered,66,2000,0.377,0.916,4,-3.199,0,0.0481,0.26,0.0,0.074,0.912,75.533,4,2.3486666666666665,-1.7635314477715005
DJ Millenial,The Year 3000,0,2000,0.677,0.558,0,-9.563,1,0.0518,0.0163,2.12e-05,0.0683,0.55,149.963,4,2.9675166666666666,-2.5011900198611015
Mudvayne,Dig,64,2000,0.623,0.983,11,-3.548,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,4,2.7048833333333335,-1.8216418437099247
Reza Golroo,The Year 3000,0,2000,0.797,0.715,0,-7.496,1,0.0509,0.00903,0.818,0.0624,0.29,127.992,4,6.561266666666667,-2.315501318260592
Bodyjar,Not the Same,53,2000,0.468,0.974,9,-5.0,1,0.136,0.000122,0.000169,0.162,0.324,111.264,4,3.1493333333333333,-2.032611954323038
Joe,I Wanna Know,65,2000,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09e-05,0.431,0.599,136.086,4,4.944883333333333,-2.150947918331086
Coldplay,Shiver,66,2000,0.396,0.803,4,-6.186,1,0.0487,0.0334,0.0,0.0688,0.286,116.705,3,5.07,-2.1770218700187
The Friars,Year 3000 (Live),0,2000,0.621,0.678,6,-6.274,1,0.0665,0.706,0.0,0.826,0.586,102.392,4,3.13575,-2.1869497493951213
Linkin Park,A Place for My Head,66,2000,0.603,0.908,11,-5.254,1,0.184,0.0144,0.0,0.671,0.457,133.063,4,3.0773333333333333,-2.065342617300334
Neil Murray,Good Light in Broome,43,2000,0.724,0.824,2,-4.871,0,0.0676,0.269,7.46e-05,0.275,0.793,127.904,4,4.558883333333333,-2.0155694650854254
Farrell Wooten,3000 Years Old,0,2000,0.245,0.182,0,-23.223,1,0.0398,0.645,0.943,0.102,0.039,118.97,4,2.0409166666666665,-3.252581357333372
Westlife,My Love,70,2000,0.491,0.593,0,-5.975,1,0.0255,0.098,0.0,0.257,0.328,144.142,4,3.8626666666666667,-2.1528081676758175
Enya,A Day Without Rain,62,2000,0.23,0.159,5,-16.315,1,0.0323,0.907,0.924,0.102,0.039,70.614,4,2.6146666666666665,-2.9417511596874775
The Fifth Reality,THE YEAR 3000,0,2000,0.616,0.842,4,-14.327,0,0.103,0.357,0.412,0.673,0.782,140.063,4,1.9148,-2.830916590889702
Everclear,Wonderful,60,2000,0.514,0.817,7,-6.489,1,0.05,0.0118,8.25e-06,0.346,0.734,186.765,4,4.6802166666666665,-2.2107986973633373
The Bakers,3000 Year Jump,0,2000,0.512,0.15,3,-20.548,1,0.0334,0.837,0.0184,0.0909,0.0953,100.313,4,5.6,-3.143376115466553
Ricky Martin,She Bangs - English Version,60,2000,0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51e-06,0.373,0.858,143.866,4,4.677116666666667,-1.8940151699324024
yucca joe,prom year 3000,0,2000,0.797,0.354,0,-13.194,1,0.035,0.0226,0.771,0.114,0.145,130.03,4,1.7583166666666667,-2.761780523523178
The Laurie Berkner Band,We Are The Dinosaurs,60,2000,0.687,0.242,0,-9.016,1,0.0577,0.638,9.16e-05,0.0686,0.78,119.232,4,2.28445,-2.4553061800117097
Science Fiction Dude,China Year 3000,0,2000,0.614,0.659,9,-11.408,0,0.0283,0.0225,0.597,0.336,0.454,80.005,4,2.1,-2.642052838595057
Godsmack,Awake,66,2000,0.395,0.756,7,-4.12,1,0.0544,1.74e-05,0.00665,0.319,0.475,112.092,4,5.072883333333333,-1.9101349219633759
Dead Prez,Hip-Hop,61,2000,0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162,4,3.5677833333333333,-2.3112474660726985
Samantha Mumba,Gotta Tell You,56,2000,0.739,0.75,0,-4.513,0,0.0278,0.205,0.0,0.157,0.758,109.983,4,3.336,-1.966692688237842
Linkin Park,Points of Authority,65,2000,0.512,0.97,8,-3.886,0,0.212,0.03,0.0,0.0994,0.427,94.952,4,3.3373333333333335,-1.8748743759385615
Zeliwipin,Year 3000 Funk,0,2000,0.772,0.483,4,-7.383,1,0.0395,0.313,0.638,0.0854,0.546,100.971,4,2.2970333333333333,-2.3042836496296273
3LW,No More (Baby I'ma Do Right),58,2000,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,4,4.390666666666666,-2.273568143923553
Krön,3000 Years - Somersault Remix,0,2000,0.805,0.824,10,-8.752,0,0.0697,0.0762,0.931,0.0401,0.359,124.994,4,7.176416666666666,-2.43238453052889
S Club 7,Reach,58,2000,0.597,0.793,7,-7.006,1,0.0361,0.0123,5.45e-06,0.157,0.755,167.2,4,4.054433333333333,-2.265921108622454
Dustin Lewit,I'm 3000 Years Old,0,2000,0.633,0.169,7,-13.653,1,0.0476,0.893,0.0392,0.0812,0.295,121.86,4,1.8032166666666667,-2.7903672435914237
Marilyn Manson,The Fight Song,64,2000,0.47,0.984,1,-3.783,0,0.0939,0.000133,0.000224,0.212,0.0368,130.055,4,2.929333333333333,-1.8589507187683783
Togun,Year 3000 (Vocal Edition),0,2000,0.447,0.797,11,-4.94,1,0.086,0.633,0.0,0.492,0.964,209.966,4,3.0416666666666665,-2.024721329479603
The Temptations,Papa Was A Rollin' Stone - Single Version,66,2000,0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,4,6.994,-2.7817342738994837
Mötley Crüe,"Girls, Girls, Girls",43,2000,0.597,0.902,7,-6.446,1,0.0614,0.0278,6.63e-05,0.418,0.536,140.118,4,4.506883333333334,-2.206074192613202
Slim Dusty,Looking Forward Looking Back,42,2000,0.486,0.297,3,-11.504,1,0.0374,0.727,0.00636,0.164,0.465,171.494,4,3.2088833333333335,-2.648866207748762
Agaskodo Teliverek,30000 Light Years Old,1,2000,0.481,0.828,11,-3.644,0,0.048,0.116,0.825,0.0771,0.323,112.607,4,2.8073333333333332,-1.837051458419762
Green Day,Minority,61,2000,0.551,0.965,0,-2.772,1,0.0452,0.00576,0.0,0.171,0.708,137.841,4,2.8037833333333335,-1.6875094478542558
dj Chris,year 3000 - Radio Edit,0,2000,0.446,0.965,7,-4.761,1,0.113,0.0116,0.543,0.132,0.248,137.962,4,4.904,-2.000804096162763
Young MC,Bust A Move,47,2000,0.954,0.614,4,-11.48,1,0.106,0.0816,9.25e-05,0.086,0.839,117.548,4,4.427783333333333,-2.6471672125786387
BASTETH,3000 Years Too Late,0,2000,0.322,0.804,2,-8.607,1,0.0445,0.0867,0.884,0.0934,0.0432,132.022,4,7.42425,-2.41956780847966
Maria McKee,"Show Me Heaven - From ""Days Of Thunder""",59,2000,0.561,0.365,8,-10.431,1,0.0284,0.814,0.0018,0.454,0.375,80.428,4,3.7451166666666666,-2.5699368989725757
Richerd King,Year 3000/Number Ones,0,2000,0.542,0.862,4,-4.32,0,0.113,0.592,0.000108,0.116,0.44,90.01,4,2.5,-1.9393170335856698
The Living End,Roll On,42,2000,0.419,0.922,7,-4.583,1,0.0694,0.00136,0.0,0.11,0.546,146.347,4,3.145783333333333,-1.9764393540901362
Mcrackins,In the Year 3000,0,2000,0.198,0.978,7,-2.96,1,0.164,0.0173,0.00186,0.351,0.714,162.799,4,2.253,-1.721694594779768
The Beatles,Day Tripper - Remastered 2015,64,2000,0.665,0.782,6,-8.438,0,0.0307,0.12,4.19e-06,0.125,0.731,137.453,4,2.816666666666667,-2.404419398875314
SAY-LA,3000 NENNI ICHIDONO HAPPINESS - THE HAPPINESS ONCE IN 3000 YEARS -,0,2000,0.555,0.896,5,-1.697,1,0.0494,0.28,0.0,0.129,0.502,127.968,4,4.819333333333334,-1.4657984622324896
Magic Dirt,Dirty Jeans,41,2000,0.496,0.803,5,-6.519,1,0.0331,0.000271,7.24e-06,0.128,0.656,140.538,4,3.6882166666666665,-2.2140816944026422
Sugafree,Pimpin' In The Year 3000,1,2000,0.863,0.941,5,-4.254,0,0.127,0.243,0.0,0.297,0.768,117.656,4,3.3,-1.9297807671254297
Next,Wifey - Club Mix/Dirty Version,59,2000,0.831,0.713,7,-6.967,0,0.104,0.0678,0.0,0.0659,0.683,99.584,4,4.057783333333333,-2.2618672597154865
Erick Staehnke,Preparing for the year 3000,0,2000,0.461,0.939,2,-6.509,0,0.0326,0.346,0.973,0.12,0.0764,90.0,4,4.666666666666667,-2.2129885591822895
Ice Cube,Hello,60,2000,0.903,0.61,10,-6.176,0,0.339,0.155,0.0,0.389,0.627,91.46,4,3.87555,-2.175887439948088
M.O.P.,"Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix",62,2000,0.68,0.894,1,-4.86,1,0.255,0.0206,0.0,0.462,0.803,94.089,4,4.128216666666667,-2.0141027003714957
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
Erykah Badu,Didn't Cha Know,64,2000,0.753,0.472,3,-9.761,0,0.121,0.48,0.0133,0.284,0.816,135.277,4,3.9788833333333335,-2.5172931654871538
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
Musiq Soulchild,Just Friends (Sunny),57,2000,0.748,0.372,7,-7.577,1,0.173,0.439,0.0,0.366,0.547,95.033,4,4.19045,-2.323465570573401
Oudeis,It Was 3000 Years Ago,0,2000,0.252,0.509,4,-13.389,0,0.0713,0.397,0.876,0.11,0.0361,193.607,3,4.0782,-2.774025190025743
Vengaboys,Shalala Lala,59,2000,0.751,0.901,2,-5.802,1,0.0328,0.0504,0.00308,0.0395,0.973,124.017,4,3.5803166666666666,-2.132508262616528
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
P!nk,There You Go,56,2000,0.822,0.847,10,-6.729,0,0.0917,0.0854,0.0,0.0452,0.668,107.908,4,3.38,-2.236765751956752
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
A Perfect Circle,3 Libras,62,2000,0.518,0.744,9,-8.248,1,0.0374,0.00383,0.007,0.078,0.211,144.019,3,3.6606666666666667,-2.3871100480637337
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
The Badloves,The Weight (with Jimmy Barnes),41,2000,0.569,0.389,9,-12.897,1,0.0381,0.203,0.0,0.105,0.449,73.901,4,4.463783333333334,-2.742838026587874
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0832,0.929,0.0691,0.954,125.0,4,3.61175,-2.6333266549062735
Phoenix,If I Ever Feel Better,65,2000,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,4,4.443333333333333,-2.491799506045171
Colin Rayment,3000 Years On a Tandem,0,2000,0.362,0.278,5,-16.254,1,0.0359,0.19,1.91e-06,0.0865,0.0393,119.957,4,6.191216666666667,-2.938526799783212
Radiohead,How to Disappear Completely,63,2000,0.167,0.302,6,-11.644,0,0.0345,0.316,0.797,0.11,0.19,102.026,4,5.938883333333333,-2.6587198910802687
African King,3000 Years Later - Original Mix,0,2000,0.811,0.324,9,-8.547,0,0.0835,0.00918,0.863,0.0855,0.85,122.018,4,6.328033333333333,-2.414215909165231
Nelly,E.I.,61,2000,0.834,0.481,2,-7.824,0,0.188,0.0732,0.0,0.0934,0.406,89.849,4,4.765116666666667,-2.347367235765939
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
Shaggy,Mr Boombastic,55,2000,0.86,0.708,2,-10.589,1,0.29,0.295,1.88e-05,0.355,0.771,158.424,4,4.106883333333333,-2.581957737574686
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0832,0.929,0.0691,0.954,125.0,4,3.61175,-2.6333266549062735
Limp Bizkit,Livin' It Up,59,2000,0.506,0.928,8,-2.896,1,0.186,0.00387,0.00246,0.279,0.432,100.376,4,4.400666666666667,-1.7101878155342434
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
The Jackson 5,I Want You Back,60,2000,0.67,0.584,8,-8.325,1,0.034,0.439,0.00614,0.178,0.944,98.185,4,2.9871166666666666,-2.394161036481255
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
Lenny Kravitz,Again,69,2000,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,4,3.8611166666666668,-2.0607682764142146
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.733,9,-11.289,1,0.0757,0.0847,0.932,0.0674,0.954,124.996,4,3.6865666666666668,-2.6335421489271487
Xzibit,X,62,2000,0.936,0.678,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.822,96.911,4,4.260666666666666,-1.7309473298312976
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0832,0.929,0.0691,0.954,125.0,4,3.61175,-2.6333266549062735
The Beatles,I Feel Fine - Remastered 2015,63,2000,0.564,0.827,7,-7.089,1,0.0283,0.0904,3.73e-06,0.127,0.912,89.847,4,2.32245,-2.2744942128275203
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0833,0.928,0.0691,0.954,125.004,4,3.61175,-2.6333266549062735
St Germain,Sure Thing,59,2000,0.772,0.451,0,-12.242,1,0.0551,0.501,0.7,0.213,0.558,96.086,4,6.341633333333333,-2.6997491760628236
HOLY,3000 years in show biz,2,2000,0.517,0.601,0,-7.788,1,0.034,0.674,0.00191,0.255,0.969,149.815,4,1.0207666666666666,-2.343918956487023
Green Day,Warning,59,2000,0.728,0.92,2,-2.828,1,0.0294,0.0673,1.61e-05,0.199,0.892,120.989,4,3.69445,-1.6978150230515132
Ambidextroux,Eliminators of the Year 3000,0,2000,0.556,0.887,4,-12.145,0,0.197,0.128,0.141,0.161,0.34,115.276,4,1.8753833333333334,-2.6932072542324357
Fuel,Hemorrhage (In My Hands),42,2000,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,4,3.947783333333333,-1.9030026480440367
Electro Mann,Logical Brain - Year 3000 Mix,0,2000,0.745,0.732,9,-11.286,1,0.0759,0.0832,0.929,0.0691,0.954,125.0,4,3.61175,-2.6333266549062735
Gary Glitter,Rock And Roll Part II,62,2000,0.752,0.218,11,-15.177,0,0.0653,0.000548,0.788,0.0699,0.552,130.068,4,3.01,-2.879816243956648
